ID,Marital status,Gender, Income ,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age bracktes,Purchased Bike
19057,Maried,Female," $1,20,000 ",3,Bachelors,Management,No,2,More than 10 Miles,Europe,52,Middle aged,Yes
18494,Maried,Male," $1,10,000 ",5,Bachelors,Management,Yes,4,2-5 Miles,Pacific,48,Middle aged,Yes
11249,Maried,Female," $1,30,000 ",3,Partial College,Professional,Yes,3,0-1 Miles,Europe,51,Middle aged,Yes
21568,Maried,Female," $1,00,000 ",0,High School,Management,Yes,4,More than 10 Miles,Pacific,34,Middle aged,Yes
13981,Maried,Female," $10,000 ",5,High School,Skilled Manual,No,3,1-2 Miles,Pacific,62,Old,No
23432,Single,Male," $70,000 ",0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,37,Middle aged,Yes
22931,Maried,Male," $1,00,000 ",5,Graduate Degree,Management,No,1,1-2 Miles,Pacific,78,Old,Yes
18172,Maried,Male," $1,30,000 ",4,High School,Professional,Yes,3,0-1 Miles,Europe,55,Old,No
12666,Single,Male," $60,000 ",0,Bachelors,Professional,No,4,2-5 Miles,Pacific,31,Middle aged,No
20598,Maried,Male," $1,00,000 ",3,Partial High School,Professional,Yes,0,More than 10 Miles,Europe,59,Old,Yes
21375,Single,Male," $20,000 ",2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,57,Old,No
20839,Single,Female," $30,000 ",3,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,47,Middle aged,Yes
21738,Maried,Male," $20,000 ",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,43,Middle aged,No
14164,Single,Female," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,36,Middle aged,Yes
14193,Single,Female," $1,00,000 ",3,Partial College,Management,Yes,4,More than 10 Miles,Europe,56,Old,No
12705,Maried,Male," $1,50,000 ",0,Bachelors,Management,Yes,4,0-1 Miles,Pacific,37,Middle aged,Yes
22672,Single,Female," $30,000 ",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,Middle aged,No
26219,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,33,Middle aged,Yes
28468,Maried,Female," $10,000 ",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,Middle aged,No
23419,Single,Female," $70,000 ",5,Bachelors,Professional,Yes,3,More than 10 Miles,Pacific,39,Middle aged,No
17964,Maried,Male," $40,000 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle aged,Yes
20919,Single,Female," $30,000 ",2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Middle aged,No
20927,Single,Female," $20,000 ",5,High School,Manual,Yes,2,0-1 Miles,Europe,27,Adolescent,No
13133,Single,Male," $1,00,000 ",5,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,Middle aged,Yes
19626,Maried,Male," $70,000 ",5,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,45,Middle aged,No
21039,Single,Female," $50,000 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,37,Middle aged,Yes
12231,Single,Female," $10,000 ",2,Partial College,Manual,Yes,0,0-1 Miles,Europe,51,Middle aged,Yes
25665,Single,Female," $20,000 ",0,High School,Manual,No,1,1-2 Miles,Europe,28,Adolescent,No
24061,Maried,Male," $10,000 ",4,Partial High School,Manual,Yes,1,0-1 Miles,Europe,40,Middle aged,Yes
26879,Single,Female," $20,000 ",0,High School,Manual,No,1,2-5 Miles,Europe,30,Adolescent,No
12284,Maried,Female," $30,000 ",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,36,Middle aged,Yes
26654,Maried,Female," $90,000 ",1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Middle aged,Yes
14545,Maried,Female," $10,000 ",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,49,Middle aged,No
24201,Maried,Female," $10,000 ",2,High School,Manual,Yes,0,0-1 Miles,Europe,37,Middle aged,Yes
20625,Maried,Male," $1,00,000 ",0,High School,Management,Yes,3,More than 10 Miles,Pacific,35,Middle aged,Yes
16390,Single,Male," $30,000 ",1,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle aged,Yes
14804,Single,Female," $10,000 ",3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,Middle aged,No
12629,Single,Male," $20,000 ",1,Partial College,Manual,No,0,0-1 Miles,Europe,37,Middle aged,No
14696,Single,Male," $10,000 ",0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,Middle aged,No
22005,Maried,Female," $70,000 ",5,Partial College,Skilled Manual,No,3,5-10 Miles,Pacific,46,Middle aged,No
14544,Single,Male," $10,000 ",1,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,Middle aged,No
14312,Maried,Female," $60,000 ",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,Middle aged,No
29120,Single,Female," $1,00,000 ",1,Bachelors,Management,Yes,4,2-5 Miles,Pacific,48,Middle aged,No
24187,Single,Female," $30,000 ",3,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,46,Middle aged,Yes
15758,Maried,Male," $1,30,000 ",0,Graduate Degree,Management,Yes,0,5-10 Miles,Pacific,48,Middle aged,No
29094,Maried,Male," $30,000 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Middle aged,Yes
28319,Single,Female," $60,000 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,46,Middle aged,Yes
16406,Maried,Male," $40,000 ",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle aged,Yes
20923,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Middle aged,Yes
11378,Single,Female," $10,000 ",1,High School,Manual,No,1,2-5 Miles,Europe,46,Middle aged,Yes
20851,Single,Male," $20,000 ",0,Partial College,Manual,No,1,2-5 Miles,Europe,36,Middle aged,Yes
21557,Single,Female," $1,10,000 ",0,Partial College,Management,Yes,3,More than 10 Miles,Pacific,32,Middle aged,Yes
26663,Single,Female," $60,000 ",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,39,Middle aged,Yes
11896,Maried,Male," $1,00,000 ",1,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,36,Middle aged,Yes
14189,Maried,Female," $90,000 ",4,High School,Professional,No,2,2-5 Miles,Europe,54,Middle aged,Yes
13136,Maried,Female," $30,000 ",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,69,Old,No
25906,Single,Female," $10,000 ",5,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,Old,No
17926,Single,Female," $40,000 ",0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,28,Adolescent,Yes
26928,Single,Male," $30,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,62,Old,Yes
20897,Maried,Female," $30,000 ",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,Middle aged,No
28207,Maried,Male," $80,000 ",4,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,36,Middle aged,Yes
25923,Single,Male," $10,000 ",2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,Old,No
11000,Maried,Male," $90,000 ",2,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,40,Middle aged,Yes
20974,Maried,Male," $10,000 ",2,Bachelors,Clerical,Yes,1,0-1 Miles,Europe,66,Old,No
28758,Maried,Male," $40,000 ",2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Middle aged,Yes
11381,Maried,Female," $20,000 ",2,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,Middle aged,Yes
17522,Maried,Male," $1,20,000 ",4,Bachelors,Management,Yes,1,2-5 Miles,Pacific,47,Middle aged,No
21207,Maried,Male," $60,000 ",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Middle aged,No
28102,Maried,Male," $20,000 ",4,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,58,Old,Yes
23105,Single,Male," $40,000 ",3,Partial High School,Clerical,No,2,5-10 Miles,Pacific,52,Middle aged,Yes
18740,Maried,Male," $80,000 ",5,Bachelors,Professional,No,1,0-1 Miles,Pacific,47,Middle aged,Yes
21213,Single,Male," $70,000 ",0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,Middle aged,No
17352,Maried,Male," $50,000 ",2,Graduate Degree,Management,Yes,1,5-10 Miles,Pacific,64,Old,Yes
14154,Maried,Male," $30,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Middle aged,Yes
19066,Maried,Male," $1,30,000 ",4,Partial College,Professional,No,3,More than 10 Miles,Europe,54,Middle aged,No
11386,Maried,Female," $30,000 ",3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,45,Middle aged,No
20228,Maried,Male," $1,00,000 ",0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,40,Middle aged,Yes
16675,Single,Female," $1,60,000 ",0,Graduate Degree,Management,No,3,0-1 Miles,Pacific,47,Middle aged,Yes
16410,Single,Female," $10,000 ",4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,Middle aged,Yes
27760,Single,Female," $40,000 ",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,37,Middle aged,Yes
22930,Maried,Male," $90,000 ",4,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,38,Middle aged,Yes
23780,Single,Male," $40,000 ",2,Partial College,Clerical,No,2,0-1 Miles,Europe,36,Middle aged,Yes
20994,Maried,Female," $20,000 ",0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,26,Adolescent,Yes
28379,Maried,Male," $30,000 ",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,Middle aged,No
14865,Single,Male," $40,000 ",2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,36,Middle aged,No
12663,Maried,Female," $90,000 ",5,Partial High School,Skilled Manual,Yes,2,More than 10 Miles,Europe,59,Old,No
24898,Single,Female," $80,000 ",0,Bachelors,Professional,Yes,3,More than 10 Miles,Pacific,32,Middle aged,No
19508,Maried,Male," $10,000 ",0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,Adolescent,No
11489,Single,Female," $20,000 ",0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,Middle aged,Yes
18160,Maried,Male," $1,30,000 ",3,High School,Professional,Yes,4,5-10 Miles,Europe,51,Middle aged,Yes
25241,Maried,Male," $90,000 ",2,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,Middle aged,No
24369,Maried,Male," $80,000 ",5,Graduate Degree,Management,No,2,0-1 Miles,Pacific,39,Middle aged,No
27165,Single,Male," $20,000 ",0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,Middle aged,No
29424,Maried,Male," $10,000 ",0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,Middle aged,No
15926,Single,Female," $1,20,000 ",3,High School,Professional,Yes,4,5-10 Miles,Europe,50,Middle aged,Yes
14554,Maried,Male," $20,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,66,Old,No
16468,Single,Male," $30,000 ",0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,30,Adolescent,No
19174,Single,Female," $30,000 ",0,High School,Manual,No,1,2-5 Miles,Europe,32,Middle aged,Yes
19183,Single,Male," $10,000 ",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,Middle aged,No
13683,Single,Female," $30,000 ",0,High School,Manual,No,1,2-5 Miles,Europe,32,Middle aged,No
17848,Single,Male," $30,000 ",0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Middle aged,Yes
17894,Maried,Female," $20,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,Middle aged,Yes
25651,Maried,Male," $40,000 ",1,Bachelors,Skilled Manual,No,0,0-1 Miles,Europe,43,Middle aged,Yes
22936,Single,Female," $60,000 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Middle aged,Yes
23915,Maried,Male," $20,000 ",2,High School,Manual,Yes,2,0-1 Miles,Europe,42,Middle aged,No
24121,Single,Female," $30,000 ",0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Adolescent,Yes
27878,Single,Male," $20,000 ",0,Partial College,Manual,No,0,0-1 Miles,Pacific,28,Adolescent,Yes
13572,Single,Male," $10,000 ",3,High School,Manual,Yes,0,0-1 Miles,Europe,37,Middle aged,Yes
27941,Maried,Female," $80,000 ",4,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,Middle aged,No
26354,Single,Male," $40,000 ",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,38,Middle aged,Yes
14785,Single,Male," $30,000 ",1,Bachelors,Clerical,No,1,1-2 Miles,Europe,39,Middle aged,No
17238,Single,Male," $80,000 ",0,Bachelors,Professional,Yes,3,More than 10 Miles,Pacific,32,Middle aged,No
23608,Maried,Female," $1,50,000 ",3,High School,Professional,Yes,3,0-1 Miles,Europe,51,Middle aged,Yes
22538,Single,Female," $10,000 ",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,Middle aged,No
12332,Maried,Male," $90,000 ",4,High School,Management,Yes,3,5-10 Miles,Europe,58,Old,Yes
17230,Maried,Male," $80,000 ",0,Bachelors,Professional,Yes,3,More than 10 Miles,Pacific,30,Adolescent,No
13082,Single,Male," $1,30,000 ",0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,48,Middle aged,Yes
22518,Single,Female," $30,000 ",3,Partial College,Clerical,No,2,0-1 Miles,Europe,27,Adolescent,Yes
13687,Maried,Male," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,33,Middle aged,Yes
23571,Maried,Female," $40,000 ",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,66,Old,Yes
19305,Single,Female," $10,000 ",2,High School,Manual,Yes,1,0-1 Miles,Europe,38,Middle aged,Yes
22636,Single,Female," $40,000 ",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle aged,Yes
17310,Maried,Male," $60,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,Pacific,45,Middle aged,Yes
12133,Maried,Female," $1,30,000 ",3,Partial College,Professional,Yes,3,5-10 Miles,Europe,50,Middle aged,Yes
25918,Single,Female," $30,000 ",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Old,Yes
25752,Single,Female," $20,000 ",2,Partial College,Manual,No,1,0-1 Miles,Europe,53,Middle aged,Yes
17324,Maried,Female," $1,00,000 ",4,Bachelors,Professional,Yes,1,More than 10 Miles,Pacific,46,Middle aged,No
22918,Single,Male," $80,000 ",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,50,Middle aged,No
12510,Maried,Male," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Middle aged,Yes
25512,Single,Male," $20,000 ",0,High School,Manual,No,1,2-5 Miles,Europe,30,Adolescent,No
16179,Single,Female," $80,000 ",5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,38,Middle aged,No
15628,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,89,Old,No
20977,Maried,Male," $20,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,Old,Yes
18140,Maried,Male," $1,30,000 ",3,Partial College,Professional,No,3,5-10 Miles,Europe,51,Middle aged,Yes
20417,Maried,Male," $30,000 ",3,Partial College,Clerical,No,2,5-10 Miles,Pacific,56,Old,No
18267,Maried,Male," $60,000 ",3,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,Middle aged,No
13620,Single,Male," $70,000 ",0,Bachelors,Professional,No,3,More than 10 Miles,Pacific,30,Adolescent,Yes
22974,Maried,Female," $30,000 ",2,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,69,Old,No
13586,Maried,Male," $80,000 ",4,Partial College,Professional,Yes,2,More than 10 Miles,Europe,53,Middle aged,No
17978,Maried,Male," $40,000 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle aged,Yes
12581,Single,Female," $10,000 ",0,Partial College,Manual,No,1,0-1 Miles,Pacific,28,Adolescent,Yes
18018,Single,Male," $30,000 ",3,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,Middle aged,No
28957,Single,Female," $1,20,000 ",0,Partial High School,Professional,Yes,4,More than 10 Miles,Pacific,34,Middle aged,Yes
13690,Single,Female," $20,000 ",0,Partial High School,Manual,No,2,1-2 Miles,Europe,34,Middle aged,Yes
12568,Maried,Female," $30,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,Old,No
13122,Maried,Female," $80,000 ",0,Bachelors,Professional,Yes,1,1-2 Miles,Pacific,41,Middle aged,Yes
21184,Single,Male," $70,000 ",0,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,Middle aged,No
26150,Single,Female," $70,000 ",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,41,Middle aged,Yes
24151,Single,Male," $20,000 ",1,Bachelors,Clerical,No,0,0-1 Miles,Europe,51,Middle aged,No
23962,Maried,Female," $10,000 ",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,32,Middle aged,No
17793,Maried,Female," $40,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Middle aged,Yes
14926,Maried,Male," $30,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Middle aged,Yes
16163,Single,Male," $60,000 ",2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,Middle aged,Yes
21365,Maried,Female," $10,000 ",2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,Old,No
27771,Single,Male," $30,000 ",1,Bachelors,Clerical,Yes,1,1-2 Miles,Europe,39,Middle aged,Yes
26167,Single,Female," $40,000 ",2,Bachelors,Management,No,1,5-10 Miles,Pacific,53,Middle aged,Yes
25792,Single,Female," $1,10,000 ",3,Bachelors,Management,Yes,4,More than 10 Miles,Europe,53,Middle aged,No
11555,Maried,Female," $40,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,80,Old,No
22381,Maried,Male," $10,000 ",1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,Middle aged,No
17882,Maried,Male," $20,000 ",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,Middle aged,No
22174,Maried,Male," $30,000 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Middle aged,Yes
22439,Maried,Female," $30,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,37,Middle aged,Yes
18012,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,Middle aged,No
27582,Single,Female," $90,000 ",2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Middle aged,Yes
12744,Single,Female," $40,000 ",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,33,Middle aged,No
22821,Maried,Female," $1,30,000 ",3,Partial College,Professional,Yes,4,0-1 Miles,Europe,52,Middle aged,No
20171,Maried,Female," $20,000 ",2,Partial College,Manual,Yes,1,0-1 Miles,Europe,46,Middle aged,Yes
11116,Maried,Male," $70,000 ",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,43,Middle aged,No
20053,Single,Male," $40,000 ",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,34,Middle aged,No
25266,Single,Female," $30,000 ",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,Old,No
17960,Maried,Female," $40,000 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,35,Middle aged,Yes
13961,Maried,Female," $80,000 ",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,Middle aged,No
11897,Single,Male," $60,000 ",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,37,Middle aged,Yes
11139,Single,Female," $30,000 ",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,Old,No
11576,Maried,Male," $30,000 ",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,Middle aged,Yes
19255,Single,Male," $10,000 ",2,Partial College,Manual,Yes,1,0-1 Miles,Europe,51,Middle aged,Yes
18153,Maried,Female," $1,00,000 ",2,Bachelors,Management,Yes,4,More than 10 Miles,Europe,59,Old,No
14547,Maried,Male," $10,000 ",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,Middle aged,No
24901,Single,Male," $1,10,000 ",0,Partial College,Management,No,3,More than 10 Miles,Pacific,32,Middle aged,Yes
27169,Single,Male," $30,000 ",0,High School,Manual,Yes,1,2-5 Miles,Europe,34,Middle aged,Yes
14805,Single,Female," $10,000 ",3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,Middle aged,No
15822,Maried,Male," $40,000 ",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,67,Old,No
19389,Single,Male," $30,000 ",0,Partial College,Clerical,No,1,2-5 Miles,Europe,28,Adolescent,No
17048,Single,Female," $90,000 ",1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Middle aged,Yes
22204,Maried,Male," $1,10,000 ",4,Bachelors,Management,Yes,3,2-5 Miles,Pacific,48,Middle aged,No
12718,Single,Female," $30,000 ",0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,31,Middle aged,No
15019,Single,Female," $30,000 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,Old,No
28488,Single,Male," $20,000 ",0,Partial College,Manual,Yes,0,0-1 Miles,Pacific,28,Adolescent,Yes
21891,Maried,Female," $1,10,000 ",0,High School,Management,Yes,3,More than 10 Miles,Pacific,34,Middle aged,Yes
27814,Single,Female," $30,000 ",3,Partial College,Clerical,No,1,0-1 Miles,Europe,26,Adolescent,No
22175,Maried,Female," $30,000 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,53,Middle aged,Yes
29447,Single,Female," $10,000 ",2,Bachelors,Clerical,No,1,2-5 Miles,Europe,68,Old,No
19784,Maried,Female," $80,000 ",2,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,50,Middle aged,Yes
27824,Single,Female," $30,000 ",3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,Adolescent,Yes
24093,Single,Female," $80,000 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,40,Middle aged,Yes
19618,Maried,Male," $70,000 ",5,Partial College,Skilled Manual,Yes,2,0-1 Miles,Pacific,44,Middle aged,No
21561,Single,Male," $90,000 ",0,Bachelors,Professional,No,3,More than 10 Miles,Pacific,34,Middle aged,Yes
11061,Maried,Male," $70,000 ",2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Middle aged,Yes
26651,Single,Male," $80,000 ",4,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Middle aged,Yes
21108,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Middle aged,Yes
12731,Single,Male," $30,000 ",0,High School,Manual,No,1,1-2 Miles,Europe,32,Middle aged,No
25307,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,32,Middle aged,Yes
14278,Maried,Female," $1,30,000 ",0,Graduate Degree,Management,Yes,1,More than 10 Miles,Pacific,48,Middle aged,No
20711,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,0,1-2 Miles,Europe,32,Middle aged,Yes
11383,Maried,Female," $30,000 ",3,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,Middle aged,No
12497,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Middle aged,No
16559,Single,Female," $10,000 ",2,High School,Manual,Yes,0,0-1 Miles,Europe,36,Middle aged,Yes
11585,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,Middle aged,No
20277,Maried,Female," $30,000 ",2,Partial College,Clerical,No,2,0-1 Miles,Pacific,69,Old,No
26765,Single,Female," $70,000 ",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,45,Middle aged,No
12389,Single,Male," $30,000 ",0,High School,Manual,No,1,2-5 Miles,Europe,34,Middle aged,No
13585,Maried,Female," $80,000 ",4,Partial College,Professional,No,1,2-5 Miles,Europe,53,Middle aged,Yes
26385,Single,Male," $1,20,000 ",3,High School,Professional,No,4,5-10 Miles,Europe,50,Middle aged,No
12236,Maried,Female," $20,000 ",1,Partial College,Manual,Yes,0,0-1 Miles,Europe,65,Old,No
21560,Maried,Male," $1,20,000 ",0,Partial High School,Professional,Yes,4,More than 10 Miles,Pacific,32,Middle aged,Yes
21554,Single,Female," $80,000 ",0,Bachelors,Professional,No,3,More than 10 Miles,Pacific,33,Middle aged,No
13662,Single,Male," $20,000 ",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,31,Middle aged,Yes
13089,Maried,Female," $1,20,000 ",1,Bachelors,Management,Yes,2,0-1 Miles,Pacific,46,Middle aged,Yes
14791,Maried,Female," $40,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Middle aged,Yes
19331,Single,Male," $20,000 ",2,High School,Manual,Yes,1,0-1 Miles,Europe,40,Middle aged,No
17754,Single,Female," $30,000 ",3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,Middle aged,Yes
11149,Maried,Male," $40,000 ",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,65,Old,No
16549,Single,Female," $30,000 ",3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle aged,Yes
24305,Single,Male," $1,00,000 ",1,Bachelors,Management,No,3,0-1 Miles,Pacific,46,Middle aged,Yes
18253,Maried,Female," $80,000 ",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,Middle aged,No
20147,Maried,Female," $30,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,Old,No
15612,Single,Male," $30,000 ",0,High School,Manual,No,1,1-2 Miles,Europe,28,Adolescent,No
28323,Single,Male," $70,000 ",0,Bachelors,Professional,No,2,5-10 Miles,Pacific,43,Middle aged,Yes
22634,Single,Female," $40,000 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Middle aged,Yes
15665,Maried,Female," $30,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle aged,Yes
27585,Maried,Female," $90,000 ",2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Middle aged,Yes
19748,Maried,Male," $20,000 ",4,High School,Skilled Manual,No,2,1-2 Miles,Pacific,60,Old,No
21974,Single,Female," $70,000 ",0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,42,Middle aged,Yes
14032,Maried,Male," $70,000 ",2,High School,Skilled Manual,No,2,1-2 Miles,Pacific,50,Middle aged,Yes
22610,Maried,Male," $30,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Middle aged,Yes
26984,Maried,Male," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Middle aged,Yes
18294,Maried,Female," $90,000 ",1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,46,Middle aged,No
28564,Single,Female," $40,000 ",2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Middle aged,Yes
28521,Single,Male," $40,000 ",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,36,Middle aged,Yes
15450,Maried,Male," $10,000 ",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,70,Old,No
25681,Single,Female," $30,000 ",0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Middle aged,Yes
